Date,Open,High,Low,Close,Volume,Market Cap
2018-01-12,0.174302,0.19842,0.166861,0.184358,34260300,189739577.0
2018-01-13,0.184418,0.193506,0.177831,0.178478,34387200,183687934.0
2018-01-14,0.1791,0.1791,0.146117,0.153216,29454800,157688514.0
2018-01-15,0.151623,0.154761,0.133879,0.133879,30502000,137787049.0
2018-01-16,0.134332,0.134332,0.085818,0.097128,23446800,99963563.0
2018-01-17,0.09669,0.146908,0.088603,0.138917,58720900,142972113.0
2018-01-18,0.138017,0.146779,0.122908,0.133164,39776400,137051178.0
2018-01-19,0.13175,0.148231,0.123753,0.137736,35770200,141756638.0
2018-01-20,0.139475,0.152709,0.138837,0.148995,36470100,153344299.0
2018-01-21,0.149047,0.149047,0.115927,0.121843,31975800,125399707.0
2018-01-22,0.123536,0.145142,0.111443,0.121934,40584500,128157931.0
2018-01-23,0.121722,0.158564,0.117314,0.145952,57808000,153401893.0
2018-01-24,0.146185,0.155343,0.13597,0.13597,30234500,142910377.0
2018-01-25,0.139076,0.148534,0.137897,0.143099,48811500,150403266.0
2018-01-26,0.143034,0.147062,0.125767,0.137317,28089100,144326133.0
2018-01-27,0.137709,0.143783,0.133946,0.139948,25035300,147091428.0
2018-01-28,0.14089,0.144979,0.138258,0.138765,32850500,145848044.0
2018-01-29,0.139986,0.139986,0.126257,0.134246,35288800,141098378.0
2018-01-30,0.134284,0.138822,0.111117,0.11311,15256100,118883524.0
2018-01-31,0.113455,0.127432,0.108158,0.127432,21310900,133936568.0
2018-02-01,0.1276,0.12784,0.093286,0.101629,16614000,106816494.0
2018-02-02,0.101866,0.101866,0.071884,0.094994,11616900,99843136.0
2018-02-03,0.095072,0.105783,0.086386,0.105783,12929700,111182529.0
2018-02-04,0.106244,0.107579,0.086562,0.095908,18344500,100803580.0
2018-02-05,0.094413,0.100154,0.067121,0.070837,13184000,74452344.0
2018-02-06,0.071543,0.090002,0.059814,0.089513,14339500,94081631.0
2018-02-07,0.088633,0.113396,0.079306,0.09555,22096000,100427201.0
2018-02-08,0.094897,0.114201,0.094897,0.107581,17252700,113072305.0
2018-02-09,0.1075,0.124176,0.104394,0.123936,19944600,130262120.0
2018-02-10,0.123433,0.124888,0.105292,0.11361,10992300,119409046.0
2018-02-11,0.114172,0.125073,0.104384,0.117263,17143500,123248508.0
2018-02-12,0.118356,0.125888,0.118181,0.124927,10107000,131303704.0
2018-02-13,0.124628,0.12576,0.111693,0.114327,8332520,120162644.0
2018-02-14,0.114367,0.122887,0.11389,0.122426,9623440,128675045.0
2018-02-15,0.122996,0.140742,0.119666,0.135708,16931100,142635004.0
2018-02-16,0.13593,0.13593,0.128517,0.133441,10621100,140131933.0
2018-02-17,0.132914,0.142754,0.130625,0.141236,9860060,148317786.0
2018-02-18,0.140963,0.140963,0.124624,0.126555,9760520,132900659.0
2018-02-19,0.126787,0.135392,0.125331,0.12691,8009790,133273459.0
2018-02-20,0.126867,0.13033,0.113394,0.114541,10312800,120284259.0
2018-02-21,0.114463,0.119502,0.105799,0.109394,10233500,114879180.0
2018-02-22,0.109298,0.11556,0.100755,0.108187,11087300,113611659.0
2018-02-23,0.108442,0.113938,0.10444,0.112135,8803920,117757618.0
2018-02-24,0.111274,0.115583,0.102765,0.106027,7205230,111343354.0
2018-02-25,0.105466,0.108869,0.100979,0.105735,6746620,111036712.0
2018-02-26,0.106311,0.112889,0.102915,0.11114,6580410,116712727.0
2018-02-27,0.111105,0.114986,0.108991,0.111999,6100990,117614799.0
2018-02-28,0.11223,0.116028,0.10524,0.10524,6513810,110516892.0
2018-03-01,0.104563,0.116074,0.102773,0.115737,8782940,121540228.0
2018-03-02,0.115958,0.117762,0.107103,0.111791,8473200,117396369.0
2018-03-03,0.111893,0.116461,0.111565,0.113454,7842230,119142755.0
2018-03-04,0.11334,0.114354,0.108456,0.11389,7524850,119600617.0
2018-03-05,0.114042,0.116579,0.111621,0.113082,7013200,118752102.0
2018-03-06,0.112862,0.112862,0.102901,0.103841,6511880,109047744.0
2018-03-07,0.104751,0.107848,0.08963,0.091541,7111890,96130794.0
2018-03-08,0.092323,0.094415,0.082218,0.084949,5477330,89207946.0
2018-03-09,0.083872,0.085702,0.07429,0.082752,7080230,86901730.0
2018-03-10,0.083553,0.086794,0.076797,0.077517,5657790,81404029.0
2018-03-11,0.078543,0.087274,0.075346,0.084632,5320720,88875576.0
2018-03-12,0.085155,0.093418,0.082689,0.089581,15964400,94072517.0
2018-03-13,0.088986,0.09746,0.087043,0.092591,10333900,97233547.0
2018-03-14,0.091646,0.097502,0.078663,0.080699,8148710,84745475.0
2018-03-15,0.080488,0.086344,0.072557,0.086281,8350980,90607155.0
2018-03-16,0.086148,0.109669,0.08402,0.097107,17438500,101975882.0
2018-03-17,0.096038,0.101947,0.083935,0.084905,9816920,89161950.0
2018-03-18,0.084727,0.084727,0.070042,0.081433,8047540,85515964.0
2018-03-19,0.081236,0.089247,0.079651,0.087697,8697500,92094260.0
2018-03-20,0.08866,0.093183,0.084196,0.09013,8272220,94648729.0
2018-03-21,0.090253,0.097953,0.089817,0.093695,7502150,98393009.0
2018-03-22,0.093536,0.095425,0.084707,0.087822,6661260,92225108.0
2018-03-23,0.087789,0.091715,0.081626,0.08974,7235470,94239699.0
2018-03-24,0.091182,0.096281,0.089712,0.091869,5470470,96475030.0
2018-03-25,0.091049,0.098435,0.088738,0.093979,7083510,98690724.0
2018-03-26,0.093925,0.095454,0.081448,0.086064,7044700,90379379.0
2018-03-27,0.086123,0.089256,0.079938,0.081235,6150130,85308141.0
2018-03-28,0.081231,0.084708,0.077915,0.079249,6005040,83222769.0
2018-03-29,0.079365,0.08088,0.068792,0.069719,5186320,73215131.0
2018-03-30,0.069586,0.071992,0.064619,0.066572,5916490,69910336.0
2018-03-31,0.066705,0.073222,0.066122,0.070817,6522050,74367766.0
2018-04-01,0.070084,0.072184,0.06357,0.066087,5820820,69401017.0
2018-04-02,0.067572,0.0701,0.064739,0.068687,5714410,72130650.0
2018-04-03,0.068723,0.076159,0.067527,0.075153,6146810,78921075.0
2018-04-04,0.075477,0.075939,0.065909,0.067844,5726610,71245906.0
2018-04-05,0.067412,0.072402,0.064257,0.070633,7908810,74174225.0
2018-04-06,0.070429,0.07358,0.065898,0.068911,4672670,72365881.0
2018-04-07,0.067614,0.073492,0.067217,0.071436,5591800,75017699.0
2018-04-08,0.072242,0.072724,0.069058,0.071953,5788420,75560832.0
2018-04-09,0.072426,0.077953,0.068338,0.072232,7672360,75853296.0
2018-04-10,0.072218,0.083612,0.072218,0.076985,13934700,80845354.0
2018-04-11,0.076377,0.078885,0.074402,0.078639,6014900,82582498.0
2018-04-12,0.075949,0.087342,0.074902,0.0854,8385160,89682400.0
2018-04-13,0.085697,0.094333,0.084118,0.091085,6410390,95652034.0
2018-04-14,0.091176,0.101135,0.08991,0.096838,8415240,101693603.0
2018-04-15,0.096985,0.104274,0.096985,0.101819,6766490,106924358.0
2018-04-16,0.101624,0.102294,0.088754,0.09593,6509920,100739760.0
2018-04-17,0.096044,0.105437,0.091734,0.097819,7485850,102723477.0
2018-04-18,0.097942,0.105856,0.097848,0.105335,6367550,110616656.0
2018-04-19,0.105378,0.109292,0.101703,0.107492,9226750,112881811.0
2018-04-20,0.107866,0.119736,0.105046,0.117781,11647700,123686717.0
2018-04-21,0.117501,0.119097,0.103949,0.117253,10771700,123132242.0
2018-04-22,0.117446,0.23043,0.114678,0.167204,93379800,175587861.0
2018-04-23,0.162608,0.162608,0.142908,0.147037,46598900,154409657.0
2018-04-24,0.147073,0.151577,0.142153,0.147338,21537200,154725750.0
2018-04-25,0.146835,0.14697,0.122866,0.125359,13098900,131644689.0
2018-04-26,0.126429,0.151912,0.123814,0.142411,23506400,149551702.0
2018-04-27,0.143028,0.146121,0.134486,0.134486,11970000,141229331.0
2018-04-28,0.133683,0.155121,0.133535,0.149547,15683500,157045512.0
2018-04-29,0.151069,0.160738,0.141128,0.154538,17706400,162286769.0
2018-04-30,0.153115,0.170285,0.149852,0.154917,25219900,162684772.0
2018-05-01,0.155803,0.185177,0.155803,0.185177,58183500,194462054.0
2018-05-02,0.185694,0.187406,0.171963,0.179795,20626300,188810193.0
2018-05-03,0.179432,0.200865,0.172581,0.188753,25436000,198217360.0
2018-05-04,0.188843,0.194118,0.170404,0.178098,13268900,187028103.0
2018-05-05,0.177704,0.182282,0.171404,0.174245,11171500,182981907.0
2018-05-06,0.173861,0.175566,0.15404,0.159632,9216650,167636189.0
2018-05-07,0.160098,0.160422,0.144642,0.155333,8529560,163121631.0
2018-05-08,0.155607,0.166717,0.150816,0.154099,10085400,161825756.0
2018-05-09,0.153953,0.153953,0.13751,0.145719,9048900,153025571.0
2018-05-10,0.145466,0.152037,0.13758,0.137917,8150800,144832367.0
2018-05-11,0.136045,0.136395,0.115541,0.120653,7697230,126702724.0
2018-05-12,0.120184,0.126784,0.109267,0.123253,7055220,129433091.0
2018-05-13,0.123632,0.141853,0.122111,0.138805,8215620,145764892.0
2018-05-14,0.140668,0.151359,0.12529,0.140366,11201000,147404163.0
2018-05-15,0.140155,0.142204,0.128844,0.129725,6592700,136229607.0
2018-05-16,0.128973,0.130331,0.118651,0.121598,5048380,127695107.0
2018-05-17,0.121902,0.125302,0.112868,0.114308,4310840,120039576.0
2018-05-18,0.114238,0.119683,0.108668,0.118738,5108800,124691703.0
2018-05-19,0.118613,0.125772,0.116944,0.121569,4856270,127664653.0
2018-05-20,0.121732,0.126336,0.118528,0.125241,5063700,131520773.0
2018-05-21,0.124942,0.125266,0.117854,0.120552,4661280,126596659.0
2018-05-22,0.121709,0.121709,0.107369,0.107369,4603700,112752644.0
2018-05-23,0.106621,0.107687,0.094711,0.097584,4538960,102476589.0
2018-05-24,0.097167,0.101856,0.093207,0.099911,4284650,104920478.0
2018-05-25,0.100059,0.10198,0.093507,0.094932,2740260,99692454.0
2018-05-26,0.095002,0.09879,0.092769,0.093037,2513830,97701596.0
2018-05-27,0.092947,0.095514,0.088499,0.088499,3718210,92936683.0
2018-05-28,0.08867,0.092413,0.084466,0.084951,3863270,89210466.0
2018-05-29,0.08545,0.093567,0.083285,0.092004,4213890,96617534.0
2018-05-30,0.092005,0.09811,0.090793,0.095638,5394960,100432909.0
2018-05-31,0.095714,0.10767,0.095714,0.105362,8595690,110645010.0
2018-06-01,0.104996,0.105929,0.098901,0.101471,4327400,106558909.0
2018-06-02,0.101965,0.106642,0.100005,0.105543,4242640,110835085.0
2018-06-03,0.105826,0.108106,0.103745,0.105864,4291860,111172181.0
2018-06-04,0.104972,0.106306,0.095781,0.097007,3772270,101870657.0
2018-06-05,0.097148,0.100541,0.091783,0.098997,4280230,103961069.0
2018-06-06,0.09907,0.106756,0.096538,0.105576,6702560,110869740.0
2018-06-07,0.105761,0.10876,0.103592,0.105654,6443320,110951651.0
2018-06-08,0.106028,0.106118,0.101994,0.104134,5877030,109355436.0
2018-06-09,0.104206,0.106545,0.104091,0.10449,5930570,109729286.0
2018-06-10,0.104692,0.104692,0.092905,0.096684,9289030,101532302.0
2018-06-11,0.097,0.098543,0.09306,0.097622,6388870,102517229.0
2018-06-12,0.097806,0.100376,0.091954,0.095321,7092850,100100854.0
2018-06-13,0.095676,0.100348,0.093669,0.099784,9090700,104787635.0
2018-06-14,0.099646,0.102709,0.094175,0.100957,7396080,106019136.0
2018-06-15,0.100827,0.101427,0.096624,0.09819,5611640,103112870.0
2018-06-16,0.097854,0.100912,0.096741,0.100617,5330020,105662088.0
2018-06-17,0.100728,0.113789,0.100728,0.112532,8769400,118174524.0
2018-06-18,0.112564,0.117118,0.103555,0.108073,9788150,113491943.0
2018-06-19,0.107802,0.107985,0.099742,0.103137,7899280,108308445.0
2018-06-20,0.103544,0.107236,0.099585,0.10527,6695440,110548397.0
2018-06-21,0.10551,0.106343,0.098246,0.099237,7017400,104213103.0
2018-06-22,0.098956,0.098956,0.093133,0.095215,8185760,99989539.0
2018-06-23,0.095498,0.096706,0.090369,0.094353,6029770,99084212.0
2018-06-24,0.094848,0.100246,0.091935,0.096528,7802340,101367640.0
2018-06-25,0.096268,0.099158,0.092573,0.098099,5767600,103017412.0
2018-06-26,0.098149,0.099264,0.092338,0.092426,5499440,97060274.0
2018-06-27,0.092611,0.095608,0.090914,0.093398,6017820,98081222.0
2018-06-28,0.093464,0.093898,0.084566,0.085871,4500820,90176492.0
2018-06-29,0.085826,0.087052,0.076924,0.083764,4427870,87964263.0
2018-06-30,0.083935,0.088872,0.082931,0.086815,4401630,91167510.0
2018-07-01,0.086864,0.088107,0.084096,0.087099,4109120,91465750.0
2018-07-02,0.087215,0.094715,0.085974,0.093398,5319610,98081012.0
2018-07-03,0.093263,0.182218,0.092763,0.154091,50260000,161817355.0
2018-07-04,0.154882,0.154882,0.106415,0.110926,58760600,116487997.0
2018-07-05,0.112459,0.114464,0.098989,0.104946,15785300,110208151.0
2018-07-06,0.105076,0.106514,0.094106,0.10072,11469900,105770253.0
2018-07-07,0.100857,0.102323,0.095661,0.102323,6271400,107453630.0
2018-07-08,0.102099,0.106738,0.09927,0.099567,7273630,104559125.0
2018-07-09,0.099517,0.116015,0.098967,0.103747,10569700,108949031.0
2018-07-10,0.104015,0.110718,0.092929,0.092929,10161600,97588705.0
2018-07-11,0.09262,0.096003,0.08944,0.095498,7010900,100286834.0
2018-07-12,0.095422,0.098634,0.091324,0.093232,6812280,97906478.0
2018-07-13,0.093287,0.094681,0.090887,0.094606,5428020,99350213.0
2018-07-14,0.094552,0.095843,0.091074,0.093683,4451190,98380197.0
2018-07-15,0.093561,0.096718,0.092774,0.095137,5338540,99907733.0
2018-07-16,0.09527,0.103119,0.094164,0.103119,5968150,108289542.0
2018-07-17,0.102999,0.133152,0.102999,0.124553,18475100,130798275.0
2018-07-18,0.124736,0.132459,0.113346,0.116044,11043700,121862621.0
2018-07-19,0.11563,0.119766,0.111973,0.117193,7585710,123069234.0
2018-07-20,0.117226,0.133508,0.114249,0.118548,13356100,124492176.0
2018-07-21,0.120252,0.130844,0.116255,0.12604,8913940,132359836.0
2018-07-22,0.126098,0.144941,0.125853,0.138848,15844900,145810048.0
2018-07-23,0.138524,0.138964,0.127447,0.132169,10249400,138796153.0
2018-07-24,0.13256,0.137006,0.124448,0.130787,10963300,137344858.0
2018-07-25,0.128987,0.1395,0.127004,0.13778,9470790,144688497.0
2018-07-26,0.137582,0.140885,0.125327,0.126208,9328030,132536260.0
2018-07-27,0.126411,0.130468,0.12208,0.127794,8510840,134201784.0
2018-07-28,0.127484,0.132706,0.125167,0.132208,7894200,138837109.0
2018-07-29,0.132413,0.136369,0.129631,0.134812,8569080,141571677.0
2018-07-30,0.134649,0.134649,0.119272,0.124995,9174010,131262438.0
2018-07-31,0.125144,0.125318,0.110312,0.111443,7081660,117030920.0
2018-08-01,0.111397,0.112052,0.102457,0.106552,6341940,111894678.0
2018-08-02,0.106466,0.109824,0.100317,0.100317,5837000,105347046.0
2018-08-03,0.100559,0.100559,0.091375,0.095366,6234460,100147270.0
2018-08-04,0.09549,0.097894,0.091303,0.092728,4972650,97377102.0
2018-08-05,0.092494,0.100612,0.091198,0.096673,6380270,101519910.0
2018-08-06,0.097131,0.09861,0.092973,0.094652,4956250,99398414.0
2018-08-07,0.094552,0.096663,0.08774,0.08774,5251750,92139626.0
2018-08-08,0.087967,0.088384,0.081356,0.081472,5457340,85557234.0
2018-08-09,0.081593,0.088521,0.081593,0.08794,5947320,92349339.0
2018-08-10,0.087921,0.088473,0.078456,0.080851,4409330,84904571.0
2018-08-11,0.080933,0.083269,0.076186,0.080764,5169030,84813524.0
2018-08-12,0.080308,0.080955,0.077928,0.07815,4638420,82068979.0
2018-08-13,0.078275,0.079198,0.072946,0.072946,5183540,76603308.0
2018-08-14,0.072925,0.072925,0.063133,0.064104,5203270,67318271.0
2018-08-15,0.064165,0.074041,0.064165,0.068643,4240380,72085389.0
2018-08-16,0.068694,0.071908,0.065077,0.06639,5102580,69718790.0
2018-08-17,0.066367,0.078737,0.066262,0.07796,6239520,81868507.0
2018-08-18,0.077731,0.079642,0.068506,0.070416,5356060,73946870.0
2018-08-19,0.070475,0.075177,0.068779,0.073932,5291850,77639167.0
2018-08-20,0.073943,0.074194,0.066764,0.067041,3569490,70402117.0
2018-08-21,0.066812,0.070224,0.066744,0.068973,3417190,72431410.0
2018-08-22,0.069004,0.073021,0.063243,0.063767,3392560,66964269.0
2018-08-23,0.063794,0.067542,0.063794,0.066073,2790890,69385685.0
2018-08-24,0.06614,0.06858,0.065388,0.068173,2776090,71591297.0
2018-08-25,0.068096,0.069899,0.068019,0.068644,2816820,72085599.0
2018-08-26,0.068653,0.069409,0.066468,0.068544,2725460,71980480.0
2018-08-27,0.068663,0.072479,0.067822,0.072479,3372990,76113522.0
2018-08-28,0.072236,0.075259,0.071063,0.074732,3634730,78479280.0
2018-08-29,0.075034,0.085602,0.072065,0.081389,8374070,85469757.0
2018-08-30,0.081012,0.083424,0.073534,0.077401,4817710,81282423.0
2018-08-31,0.077811,0.077941,0.075082,0.077697,3682890,81592530.0
2018-09-01,0.077702,0.081764,0.077367,0.079601,4241180,83592629.0
2018-09-02,0.079677,0.080045,0.077259,0.078353,4061830,82281528.0
2018-09-03,0.078345,0.078432,0.076606,0.077316,3605510,81192321.0
2018-09-04,0.077209,0.080223,0.076894,0.078332,3783670,82259370.0
2018-09-05,0.078164,0.078549,0.064133,0.064133,4399520,67348935.0
2018-09-06,0.063604,0.063604,0.058855,0.063351,3279760,66527515.0
2018-09-07,0.063335,0.064758,0.059465,0.061765,2764750,64862410.0
2018-09-08,0.061783,0.065983,0.056702,0.057074,2737360,59936197.0
2018-09-09,0.057041,0.064997,0.054884,0.064126,3317690,67340954.0
2018-09-10,0.064299,0.064536,0.060577,0.061425,3543240,64505152.0
2018-09-11,0.061527,0.06181,0.056011,0.058169,2949200,61086207.0
2018-09-12,0.058169,0.061024,0.0517,0.061024,3393780,64084256.0
2018-09-13,0.061276,0.070412,0.06087,0.067084,5931720,70447378.0
2018-09-14,0.066621,0.070972,0.063511,0.065917,4262990,69222178.0
2018-09-15,0.065738,0.074054,0.065407,0.072204,4021270,75824208.0
2018-09-16,0.072178,0.072423,0.068284,0.070973,3575670,74531693.0
2018-09-17,0.071207,0.074034,0.064458,0.065252,4161970,68523939.0
2018-09-18,0.065021,0.070326,0.064378,0.069208,4094490,72678614.0
2018-09-19,0.069202,0.073765,0.066819,0.072783,4442840,76432554.0
2018-09-20,0.072794,0.081213,0.071681,0.080423,5817390,84455321.0
2018-09-21,0.080283,0.082524,0.075202,0.079386,5192240,83366849.0
2018-09-22,0.07949,0.079925,0.074564,0.07698,3515220,80840103.0
2018-09-23,0.077118,0.080195,0.076125,0.078792,3819710,82742960.0
2018-09-24,0.078899,0.079003,0.074718,0.076776,2777520,80625454.0
2018-09-25,0.076661,0.076661,0.069685,0.071993,3415660,75602418.0
2018-09-26,0.072386,0.077252,0.070162,0.072255,3403170,75878080.0
2018-09-27,0.072303,0.078052,0.07162,0.077454,3169990,81337555.0
2018-09-28,0.077616,0.079218,0.075693,0.078076,3376100,81991374.0
2018-09-29,0.078032,0.078032,0.073119,0.075113,2951660,78879594.0
2018-09-30,0.074985,0.076845,0.07457,0.075636,2637310,79428503.0
2018-10-01,0.075507,0.076261,0.073616,0.074937,2514400,78694454.0
